Title;Description;StartLocationName
Rota do Posto das Ferrarias;"Os caminhos a percorrer da Rota do Posto das Ferrarias são amplos e como a paisagem esplendida ao seu redor. Marcada pelas planícies num território onde a fronteira entre Portugal e Espanha é uma linha que divide os campos agrícolas.
Antigamente durante muito tempo, aqui se instalaram os guardas da fronteira de ambos os países, mantendo assim a segurança e controle do contrabando.
No lado de Mourão estava instalado o Posto das Ferrarias, unidade de comando da Guarda Fiscal Portuguesa onde residiam com as suas famílias.
";Mourão
PR 1 CRS Rota da Pinha e do Pinhão;"Com início em Oliveira do Conde, a Rota da Pinha e do Pinhão é um percurso que percorre caminhos antigos e contacta com as povoações e monumentos locais, assim é a diversidade que este percurso oferece, em cerca de 8km. A passagem pelos monumentos megalíticos, integrados no Circuito Fiais/Azenha permite também a observação da natureza, de inúmeros pinheiros mansos, tendo por fundo a Serra da Estrela com todo o seu esplendor.
Ao longo de todo o percurso poderá visitar Igreja Matriz de S. Pedro, a sepultura antropomórfica da Lage da Igreja, a Orca da Palheira, o Marco geodésico da Víbora, entre muitos outros que lhe permitem descobrir o património que o território de Carregal do Sal tem para lhe oferecer.  
";Oliveira do Conde 
PR 2 CRS – Rotas dos Narcissus;"Com cerca de 14km, a Rota dos Narcissus tem início em Fiais da Telha e leva o visitante numa descoberta pelo património natural do Município de Carregal do Sal.
Este percurso surgiu da necessidade de valorização e proteção da espécie botânica denominada Narcissus Scaberulus, cujos lugares onde se expande foram integrados na Rede Natura 2000.
Entre as encostas dos rios Mondego, Seia e Cobral, em solos rochosos e ao lado das giestas, os narcissus dão um colorido amarelo aos matos, onde crescem. O percurso acompanha de perto o Circuito Pré-Histórico Fiais/Azenha permitindo um maior contato com a natureza e o património.";Fiais da Telha
Circuito Pré-Histórico Fiais/Azenha;"Com início na localidade de Fiais da Telha, o Circuito Pré-Histórico Fiais/Azenha permite ao visitante descobrir um conjunto de monumentos megalíticos, testemunho da ocupação humana do território. Estes monumentos constituem também o registo histórico acerca da forma como o homem tratava da sua sobrevivência, dos rituais funerários e a organização de pequenas comunidades que aí viveram na Pré-História, cerca de 6.000 anos a.C..
Ao longo dos cerca de 7km são vários os monumentos megalíticos que é possivel observar, mas o Dolmen da Orca merece especial destaque. Classificado como Monumento Nacional, desde 1974, este é um exemplar do megalitismo muito importante na região.
Percorrer, este circuito permite o contacto com os monumentos e os lugares que o homem da Pré-História ocupou, assim como constitui um contacto com a natureza, com as paisagens envolventes, tendo como fundo a Serra da Estrela e o Vale do Mondego.
O Circuito está devidamente equipado com sinalética direcional e interpretativa, bem como possui caminhos acessíveis à maioria das viaturas proporcionando também a prática de pedestrianismo, btt e tt, não existindo dificuldades para a fruição do mesmo.
";Fiais da Telha
GR48 Etapa Orla do Mondego;"A etapa Orla do Mondego da Grande Rota do Mondego passa-se no Município de Carregal do Sal. O percurso tem início na Ponte da Atalhada, uma ponte de granito sobre o rio Mondego. Ao longo dos 14km deste percurso é possível descobrir e admirar toda a natureza que envolve o rio Mondego, seguindo as suas curvas e contracurvas. 
Ao chegar à Sra da Ribeira de Parada, sugere-se subir a encosta, seguindo pela etapa dois da GR48 que segue até à povoação de Parada, onde é possível visitar o antigo Lagar de Varas.
";Oliveira do Conde
PR1 Percurso D. Quixote;"O percurso de D. Quixote tem início junto ao Centro de Descoberta, antiga escola primária, da freguesia de Cachopo. Estes centros é o ponto de partida e permite o apoio aos caminhantes, bem como, a estadia no local.
Seguindo em direção a norte, passando junto à povoação de Alcarias Baixas, a paisagem é de esteval, mudando progressivamente para zonas com sobreiro e plantações de pinheiro. 
Em alguns locais há grande concentração de rosmaninho e Tuberaria guttata o que dá um especial colorido à paisagem na época de floração. Até à Amoreira, passa-se junto a uma ribeira e por pomares e vinha. O caminho segue por entre sobreiral, esteval, e pinhal até ao Cerro do Bicudo. A partir daqui é possível avistar a Ribeira de Odeleite, o vale e as encostas cobertas por estevas, medronheiros, pinheiros e azinheiras. Junto à ribeira existe uma zona de merendas que convida a uma pausa para descansar e fruir a paisagem. Aqui aconselha-se aos caminhantes que estejam atentos pois talvez consigam observar algumas das muitas espécies de aves, mamíferos, anfíbios e répteis desta zona.
Espécies como o coelho-bravo, a rã-verde, a cotovia, o gaio, a perdiz e o papa-figos, são relativamente comuns. Depois de sair de Graínho atravessa- se uma zona de várzea, com campos agrícolas, pomares, vinhas e pasto. A vegetação passa a esteval, azinhal e sobreiral e, próximo de Passa Frio, o caminho segue junto a dois moinhos de vento que testemunham outras vivências na Serra Algarvia. O percurso continua até ao Centro de Descoberta de Baixas.
Um percurso que leva os visitantes pela natureza do Município de Tavira e que deslumbra qualquer um com as suas paisagens singulares. 
";Cachopo
PR2 Percurso da Fonte da Zorra;"O percurso da Fonte da Zorra tem início no Centro de Descoberta do Mundo Rural de Casa Baixas, na freguesia da Cachopo. A primeira etapa do percurso, entre Casa Baixas e o Barranco da Fonte da Zorra, leva os caminhantes por uma paisagem rural, que permite observar as atividades domésticas e os “montes"" de Casas Baixas e Alcarias Baixas. 
O percurso segue para norte, entra numa zona onde as herdades de sobreiro e outras áreas reflorestadas com pinheiros predominam na paisagem. A atividade de pastoreio persiste ainda em alguns locais e a prova disso são os muitos currais de pedra que se avistam no cimo dos montes e os rebanhos que se encontram pelo caminho. Este trilho era utilizado pelos habitantes locais para chegar às hortas e às terras com os sobreiros, oliveiras e outras árvores de fruto. A hortas são regadas pelas águas do barranco. Durante o Inverno estas águas podem interromper a marcha normal do caminhante. Recomenda-se, pois, alguma atenção nesta parte do trilho. O passeio continua por umbrias e soleiras, junto às hortas tradicionais que alimentam as famílias. Aqui é possível observar o cuidado com que são feitos os regos e o alinhamento das culturas, provas do amor pela terra e do orgulho de saber fazer.
";Cachopo
PR5 Percurso da Reserva ;"Com início no Centro de Descoberta da Feiteira, o Percurso da Reserva percorre caminhos florestais, a norte da povoação de Feiteira, permitindo descobrir características da Serra do Caldeirão. 
Seguindo para Norte, a paisagem dominante do sobreiro, os eucaliptos e a típica arquitectura rural com as suas chaminés, são alguns dos elementos com mais destaque do percurso. Até ao Cerro da Eira da Capa a paisagem diversifica entre as hortas, os sobreirais, eucaliptos, pinheiros e a vegetação típica mediterrânica. A serra rasga-se em linhas de água que no Inverno interrompem por vezes, o percurso traçado. A meio do percurso, junto à linha de água, aconselha-se uma paragem para provar a deliciosa água serrana da fonte que está aí perto. Renove energias para a subida que se aproxima.
Chegando a um dos pontos mais altos da rota, a paragem é obrigatória para descansar e apreciar a paisagem. Ao longe vê-se o “monte” da Figueirinha o seu moinho de Vento, ainda em funcionamento, e os outros montes mais longínquos a Norte. Os sobreiros e eucaliptos continuam a dominar a paisagem. Mais à frente uma nova travessia da ribeira do Leitejo, anuncia o regresso ao Centro de Descoberta. Alerta-se para que os caminhantes fiquem atentos à avifauna: os barrancos cerrados e o tipo de florestação, são excelentes refúgios para aves de rapina.
";Feiteira
PR7 Percurso do Vale das Hortas;"Com início no Centro de Descoberta do Monte da Mealha, o percurso Vale das Hortas segue para o interior do monte, até chegar ao largo onde está “a picota” e os lavadouros. 
O percurso faz-se através das pequenas ruas de pedra possibilitando ao caminhante o contacto próximo com a vida e a população local: as casas têm as portas viradas para o pátio interior, todos se conhecem e à tardinha convivem à fresca no banco de pedra. O caminho afasta-se assim do aglomerado e entra na zona das hortas locais e mais à frente, num vale fechado, encontra-se a fonte de água da população, a pequena barragem, que irriga as hortas circundantes. 
O percurso continua até ao topo da estrada, por entre os eucaliptais. No topo dos cerros, entra-se no concelho de Loulé, e a descida conduz ao “monte” do Vale das Hortas. Atravessa-se a ribeira da Corte pelo vau de cimento ou pelas passadeiras e, já na outra margem, seguindo pelo caminho de terra batida, entra-se noutra mancha de vegetação mais diversificada. Cuidado neste troço, as hortas estão um pouco abandonadas e muitos poços cobertos de silvas. 
Depois do pequeno pontal, aconselha-se um desvio para visitar a Azenha do Pisão, um engenho hidráulico ainda em bom estado de conservação e que representa um dos mais espetaculares recursos ainda existentes. De extrema importância na época de 50, estes engenhos foram elos entre gentes, testemunhas do árduo trabalho e do amor pela terra. Retoma-se a marcha e chega-se à estrada de alcatrão. Seguindo para a direita (Este), acompanha-se a ribeira da Corte até Corte João Marques. Aqui, sugere-se uma pausa para renovar as energias e beber um pouco de água no parque de merendas. 
Este “monte” calmo situa se na encruzilhada para o Alentejo, para o Ameixial e para a Mealha e Cachopo. As casas e currais de pedra convidam à fotografia e à descoberta do “monte”. Ali perto encontram-se vestígios de outro moinho de água. Entre as hortas uma passagem em vau e com passadeiras, pela ribeira da Corte, desafia à travessia. A paisagem é o mote desta caminhada até à Mealha. Entretanto o caminho é interrompido pela ribeirinha e ladeado pelas hortas particularmente bem cuidadas. Aqui os ciclos da terra e das culturas são respeitados e o Homem compreende e respeita a Natureza. A entrada no “monte” da Mealha, faz-se por uma das traseiras, outra oportunidade para explorar o monte que acolhe o visitante.
";Mealha
PR13 Percurso dos Morenos ;"Com início no Parque de merendas de Úmbria, o Percurso dos Morenos percorre a zona de serra, por paisagens diversas, com hortas e pomares nas margens das ribeiras.
Ao longo percurso é possível ver várias construções rurais, constatando-se uma remodelação de grande número de casas tradicionais para habitação permanente ou secundária. 
Este percurso tem início e fim junto da ponte sobre a ribeira de Alportel. A travessia do vale da ribeira ao longo da margem norte permite desfrutar de magníficas Paisagens sobre a povoação de Morenos, a vegetação ripícola e as hortas e pomares. Segue-se sempre ao longo da ribeira de Alportel até Carcavaia, local onde a ribeira da Fornalha desagua na ribeira de Alportel, oferecendo novas panorâmicas sobre hortas e pomares. 
Continua-se para norte, Fornalha, sempre ao longo da ribeira. Aqui, segue-se para norte. Ao avistar-se o monte de Casas Altas, segue-se para Oeste até à estrada entre Casas Altas e Malhada do Rico, prosseguindo-se depois para sul, até Malhada do Rico. 
";NULL
PR 1 MTL - Guadiana, o Grande Rio Do Sul ;"O percurso decorre em grande parte no perímetro florestal da vila de Mértola, composto por uma vasta área de pinheiro-manso plantado há cerca de 50 anos. 

Ao longo do itinerário é possível observar as magníficas paisagens da vila de Mértola e do rio Guadiana. Da flora local destacam-se algumas espécies raras de orquídeas como o serapião-de-língua-pequena, o testículo-de-cão, a neotínea-malhada ou a flor-abelha. Na proximidade do rio a área florestal dá lugar a uma vegetação mais rasteira, onde sobressaem as várias espécies de esteva, o tamujo, o zambujeiro e o zimbro. A zona ribeirinha é particularmente interessante para a observação de insetos, esta é constituída por choupos, salgueiros e freixos. 

Este percurso é aconselhado para observação de espécies de aves com estatuto de vulnerabilidade como a águia de Bonelli ou o peneireiro-das-torres que nidificam nas proximidades. Aves como a cegonha-branca, o bico-grossudo, o papa-figos, a garça-real, a garça-cinzenta, o guarda-rios ou o abelharuco, entre outras também são frequentes. 

Na Herdade da Bombeira, com cerca de 21 ha, a combinação dos solos xistosos com o microclima criado pela influência do rio Guadiana dá lugar à produção de vinhos de qualidade excecional desde 2003. Este percurso integra a Estação de Biodiversidade do Guadiana, um itinerário complementado com sinalética informativa sobre a biodiversidade deste local.

";Mértola
PR 2 MTL – Os Canais do Guadiana;"Com início na aldeia de Corte Pequena, um pequeno povoado com origens medievais, onde a tranquilidade e a beleza se aliam à simpatia dos mais velhos. O percurso segue por uma estrada de terra batida que dá acesso ao rio. Aqui, a paisagem varia entre zonas de matos e algumas áreas de cultivo de trigo ou cevada. A vedação que acompanha o percurso limita a Herdade da Brava que alberga várias espécies cinegéticas. 
À medida que o rio se aproxima, nota-se a alteração da diversidade da flora: surgem tufos de estevas e arbustos como o sargaço, o rosmaninho, o alecrim, a roselha, o zimbro a cebola-albarrã, a erva-ursa e o gaimão. 
A área é de particular interesse para a observação de aves, mas nem sempre será fácil a distinção das várias toutinegras que aqui ocorrem. Nas encostas das margens do vale nota-se a presença de azinheira, zambujeiro e aroeira e junto ao rio o tamujo. Estas encostas escarpadas são o local privilegiado para a nidificação de aves como a cegonha-preta, a águia real ou o bufo-real. 
Na descida aos Canais é possível ver emergir do leito do rio um impressionante afloramento rochoso, localmente conhecido por Rocha da Galé que afirma a importância geológica do Vale do Guadiana. Mais abaixo, nos últimos metros do trajeto, surge uma inesperada “praia” de cascalho branco e na outra margem do rio a ruína do Moinho dos Canais, testemunho da história recente deste lugar. O regresso é feito pelo mesmo caminho.
";Mértola
PR 3 MTL – As Margens do Guadiana ;"Deixando para trás a povoação de Corte Gafo de Baixo, o percurso segue por uma paisagem de montado de azinho que dá lugar a densas manchas de matagal mediterrânico à medida que o relevo se acentua e a planície dá lugar às escarpas do rio Guadiana. 
No início do percurso, na paisagem predomina o montado de azinho e na Primavera o solo cobre-se de inúmeras flores campestres, dando-lhe um colorido único. Esta é uma área de atividade cinegética e ao longo do percurso é possível a observação de gamos. Na proximidade do rio a vegetação começa a ficar mais rasteira e densa, com predomínio para as estevas, a aroeira, a murta e o tojo. Na aproximação ao rio, do alto da margem, é percetível o mosaico da paisagem que combina vales cobertos de matagal e vegetação ribeirinha, numa perfeita combinação com zonas rochosas. Aqui, é possível a observação de belos exemplares de zimbro mesmo junto ao caminho numa faixa ao longo do vale. 
A vegetação rupícola associada aos cursos de água favorece o aparecimento de espécies de aves próprias destes habitats: Pisco-de-peito-ruivo (Erithacus rubecula); Rouxinol-bravo (Cettia cetti); Toutinegra-tomilheira (Sylvia conspicilata); Toutinegra-do-mato (Sylvia undata); Toutinegra-carrasqueira (Sylvia cantillans) ou a Toutinegra-dos-valados (Sylvia melanocéfala) entre outras. Os afloramentos rochosos existentes sob a forma de escarpas, com as suas numerosas cavidades e algumas grutas são local de refúgio para várias espécies de morcegos. Este é também o território da águia-real, do bufo-real e da cegonha-preta.
";Corte Gafo de Baixo
PR 4 MTL - À volta do Montado ;"O percurso integra uma área de Montado disperso de azinho, alternado com campos de alfarrobeira, cereal e matos rasteiros. Em perfeito e sublime contraste, surge aqui a maior albufeira do Parque Natural, a Tapada Grande (praia fluvial), ladeada por velhos eucaliptos que recordam os tempos áureos da exploração mineira na Mina de S. Domingos. 
A paisagem típica do Montado é o habitat perfeito para várias espécies de aves que aqui procuram alimento: perdizes, trepadeiras-comuns, alvéolas, rolas bravas, chapins, pica-paus, o mocho-galego, o estorninho-preto e as poupas, são aves comuns nesta zona. É também frequente conseguir observar aves de rapinas, como a águia-cobreira ou a águia de-asa-redonda. Nas zonas de planície de cereal é frequente a ocorrência de bandos de abertas, sisão e tartaranhão-caçador. 
O percurso integra áreas de estrato arbustivo mais proeminente e variado, composto por tojo, várias espécies de estevas e, em zonas mais rochosas, o trovisco. Por todo o lado somos surpreendidos pela correria de um coelho ou de uma lebre. Na proximidade da Tapada Grande surgem grandes e imponentes eucaliptos. Neste plano de água é possível a observação de aves aquáticas como o galeirão, a galinha-d’água, o mergulhão-pequeno, o pato-real ou as frisadas. Nas margens saltitam alvéolas-brancas e borrelhos-pequenos-de-coleira. 
Apesar da observação ser muito difícil a zona é rica em mamíferos como a lontra, os toirões, as doninhas, os ratos-dos-pomares e, até mesmo, veados.



";Mértola
PR 5 MTL – Ao Ritmo das Águas do Vascão;"Acompanhados por um denso coberto arbustivo, em que as estevas predominam, o percurso segue pela aquela que é a ribeira por excelência das espécies piscícolas do Vale do Guadiana – o Vascão. O cheiro das flores melíferas é apenas um dos muitos atributos deste pequeno passeio, onde se avistam terras de Espanha. 
O percurso inicia-se junto ao Fontanário da pequena aldeia da Mesquita. Aqui a não perder a visita à igreja de Nossa Senhora das Neves. No início do percurso a paisagem é dominada por uma vasta área de vegetação rasteira, designada por “matos”, fruto da intensa utilização agrícola de outros tempos e do progressivo abandono dos campos. Aqui e ali, surgem algumas oliveiras dispersas.
Os muros de pedra revelam a influência da proximidade das serras Algarvias e são os únicos indícios que recordam os tempos férteis destes terrenos. Mais adiante a vegetação adensa e observam-se vastas zonas de mato, onde a esteva e o rosmaninho sobressaem. Na Primavera, em época da floração, o olhar de quem aqui passa delicia-se com a visão das encostas verdes cobertas por um manto de flores brancas que libertam um agradável aroma. A fauna que aqui ocorre é pouco diversificada, mas típica destas zonas. Nas aves o grupo dos passeriformes é dominante, sendo possível a observação de tutinegra-dos-valados, toutinegra-do-mato, cartaxo-comum, estorninho-malhado e rouxinol-do-mato. Nos mamíferos destaques para o coelho, a lebre e o javali. 
O caminho estreita e à medida que se avança, torna-se evidente o aumento da diversidade florística. Surgem com frequência a aroeira e o tojo. Na descida para o Vascão o percurso torna-se mais pedregoso e a vegetação completa-se com os loendros anunciando a presença próxima da ribeira.
Perto de uma zona de pomar de oliveiras, figueiras e amendoeiras é possível observar as ruínas de dois moinhos (Moinho Novo e o Moinho de Melão). Aqui é frequente a observação de tordo-comum. No final do percurso, já na margem da ribeira, dá-se lugar à tranquilidade e ao desfrute de uma paisagem que faz esquecer as horas. Aqui é possível a observação de texugo e lontra. Para finalizar aceite o convite para tomar um banho nestas águas límpidas e refrescantes. Reflexo da pureza das águas existem diversas espécies de libélulas e libelinhas que por aqui patrulham os ares. A ribeira do Vascão e a zona envolvente estão classificadas como sítio Ramsar.
";Mesquita
P1 - Canada do Mingato - Percurso do Vinho e da Vinha;"O percurso da Canada do Mingato, é um percurso com cerca de 4km (ida e volta pelo mesmo caminho) que segue mesmo junto à linha de costa, próximo do Cais do Mingato. 
Todo o percurso é feito em caminho bagacina, proporcionando uma vista magnífica sobre o oceano e o recorte da costa. Todo o percurso é feito ao longo dos muros negros que bordam a encosta, entre o mar e as vinhas, com a montanha do Pico na paisagem. Na paleta de negros do ondular dos muros, sobressai o cinza dos líquenes que cobrem a terra de biscoito, as notas de vermelho dos portados e o intenso azul do mar. A noroeste, num horizonte muito próximo, avista-se a ilha do Faial, também com uma pequena parte na história do ciclo do vinho, já que encerrava a exportação para fora do arquipélago.
";Candalária
P2 – Percurso dos Maroiços ;"O Percursos dos Maroiços segue por caminhos muito próximos da vila de Madalena, entre Valverde, Criação Velha e Sete Cidades. 
Este percurso com cerca de 1,8km, ou com um percurso maior de 4.3km, segue por caminhos e estradas e permite ver mais de uma centena de maroiços. Estas construções de pedra típicas da região, eram construídas com as pedras retiradas dos campos ao estes serem preparados para a agricultura.  
";Valverde
 P3 - Ciclovia da Madalena;"A Ciclovia de Madalena segue pela faixa costeira do concelho de Madalena, entre a Areia Larga e o Cachorro. A Ciclovia é contigua à parte norte da Rota do Vinho e da Vinha em 13,2km. 
Com um nível de dificuldade fácil, o percurso pode ser feito a pé ou de bicicleta, sempre junto à linha junto ao mar, com as ilhas do Faial e São Jorge no horizonte.
Ao longo da ciclovia poderá fazer uma paragem para visitar o  Museu do Vinho, instalado no antigo Convento do Carmo, este é um espaço que permite perceber o ciclo do vinho Verdelho na Ilha do Pico, reunindo as memórias e tecnologias associadas ao vinho. Para além disso, o Museu permite usufruir de uma paisagem dominada por uma extensão de vinha e por um conjunto de dragoeiros seculares que evidenciam o encanto natural das paisagens da Ilha do Pico.
";Areia Larga
Rota do Vinho, da Vinha e dos Maroiços;"A área vitivinícola do Pico oferece à ilha uma paisagem única e um enquadramento natural de grande beleza, com inúmeras construções de arquitetura tradicional, ligadas à cultura da vinha e à produção do vinho e das aguardentes.

A Paisagem da Cultura da Vinha da Ilha do Pico – Património Mundial da UNESCO, ocupa uma área total de 987 ha na faixa litoral, abrangendo parcialmente as costas norte e sul, e a costa oeste da ilha. No concelho da Madalena, uma referência  admirável é o Lajido da Criação Velha (pontos 12 a 17). Implantado em chão formado por escoadas lávicas (lajidos), é de extrema beleza natural e paisagística, onde é possível observar abundantes exemplos de fauna e flora endémicas da Macaronésia. Constitui ainda uma excelente representação da arquitetura tradicional ligada à cultura da vinha e ao desenho da paisagem.

Os longos muros de pedra contíguos, construídos para abrigar os bacelos e videiras, formam um reticulado que marca fortemente o território, não apenas pelo seu conjunto formal, mas pelo que se compreende da quantidade de trabalho e esforço empreendidos pelo homem neste modelar que garantiu a sua subsistência em solo rochoso e fustigado pelos ventos marinhos.

Entre os milhares de currais na zona costeira, associados ao desenvolvimento da vitivinicultura, foram surgindo pequenos aglomerados de adegas, que serviam como habitação sazonal na época da laboração na vinha. Numa imagem de grande ruralidade, estes aglomerados compõem-se de várias adegas, alambiques e armazéns, algumas casas solarengas e ermidas. Pontualmente, encontram-se poços de maré, que garantiam o fornecimento de água às populações e o funcionamento dos alambiques. 

Como a circulação por terra era mais difícil do que pelo mar e como o mar era o caminho para fora da ilha, outros pontos importantes eram os pequenos portos, embarcadouros ou ancoradouros. Neste contexto, surgem também os rola-pipas (rampas talhadas na pedra para facilitar o transporte das pipas até ao porto) e as relheiras (marcas da passagem intensa dos rodados dos carros de bois sobre as lajes de lava).

Em cotas mais elevadas, especialmente em Valverde e Sete Cidades, os solos caracterizam-se pela presença de abundantes produtos piroclásticos – chão de biscoito – que, para se tornarem agrícolas, tiveram a necessidade de ser limpos. A pedra solta resultou em muros de delimitação de parcelas, mas a sua abundância obrigou a outro tipo de arrumação: os maroiços – grandes montes de pedra socalcados em formas cónicas, piramidais ou oblongas. 

Nos cerrados de cultivo, as monumentais pirâmides de basalto negro que caracterizam o lado noroeste do cone vulcânico do Pico, formam uma unidade paisagística delimitada, sobretudo, pelas traseiras das habitações da Rua das Dores, antiga Estrada Regional, Rua General António Ribeiro e Rua Conselheiro António Silveira.
";São Mateus
Trilho Interpretativo das Aves de Rapina;"O “Trilho Interpretativo das Aves de Rapina” deve o seu nome ao facto de se localizar em plena Rede Natura 2000 (SIC Alvão/Marão) e se realizar num território que permite observar uma grande quantidade de aves de rapina. Ao longo do trilho são vários os painéis informativos onde poderá descobrir várias curiosidades sobre a fauna e flora local. 
Esta pequena rota tem início na aldeia de Telões, junto à Igreja matriz. Daqui o percurso segue para o afloramento rochoso que sustenta as ruínas do Castelo de Pena de Aguiar, uma fortificação roqueira datada dos séculos IX e XI que poderá visitar com um pequeno desvio, aqui o percurso cruza-se com o Trilho Interpretativo da Veronica Micrantha.
O percurso segue então até à aldeia de Pontido, regressando assim ao seu ponto de partida, na aldeia de Telões.
";Telões
Trilho Interpretativo da Veronica Micrantha;"Com início em Soutelo de Aguiar, junto à Igreja Paroquial, o “Trilho Interpretativo da Veronica Micrantha” permite descobrir paisagens singulares, compostas por soutos, carvalhais e lameiros de montanha. Este trilho percorre um território em plena Rede Natura 2000, no Sítio de Importância Comunitária do Alvão/Marão, onde se encontra uma das mais importantes e melhor conservadas populações da espécie Veronica Micrantha – uma espécie endémica da flora do noroeste da Península Ibérica, que surge em espaços agroflorestais e nas orlas e clareiras de florestas naturais.
Seguindo em direção a sul, até à povoação de Castelo, o percurso tem uma derivação junto ao sopé do monte do Castelo, comum ao Trilho Interpretativo das Aves de Rapina, onde se sugere uma visita ao Castelo de Aguiar de Pena. Este castelo classificado como Monumento de Interesse Nacional é um dos locais de destaque no concelho de Vila Pouca de Aguiar e que não poderá deixar de visitar.
Continuando o percurso em direção à povoação de Fontes, segue-se por uma planície de prados verdejantes, pontuados por alguns bosques de carvalhos e castanheiros seculares. A partir de Fontes, o percurso regressa ao ponto inicial da Pequena Rota, em Soutelo de Aguiar.
Para terminar o percurso sugere-se uma visita ao património histórico, etnográfico e arqueológico da freguesia.
";Soutelo de Aguiar 
Trilho Terras de Ouro ;"O concelho de Vila Pouca de Aguiar é conhecido pela exploração de minas de ouro, tendo a última mina de ouro portuguesa estado a laborar até ao século XX, em Jales. 
Com início em Alfarela de Jales, o Trilho Terras de Ouro, percorre as ruas da localidade, descobrindo edifícios com fachadas monumentais, que espelham a importância histórica da localidade. 
O percurso segue até à localidade de Moreira de Jales, onde poderá visitar a Capela de São Luís de França e segue para as aldeias de Reboredo e de Cidadelha de Jales, passando pela Capela dos Milagres. 
No regresso à aldeia de Alfarela de Jales, existem duas derivações que permitem visitar o povoado fortificado do Castro de Cidadelha, à saída de Cidadelha de Jales, e a Capela de Santa Bárbara, à chegada a Alfarela de Jales, onde o trilho passa pelo Pelourinho de Jales, um pelourinho manuelino datado do século XVI, e pela Igreja do Divino Espírito Santo.
Este percurso permite testemunhar a religiosidade das Terras de Jales, com testemunhos da fé, com vários monumentos, como cruzeiros, e na celebração de diversas festividades em honra dos padroeiros locais, entre quais Santa Bárbara, padroeira dos mineiros. 
";Alfarela de Jales
PR2 AVT Memórias dos Moinhos de Alvito ;"Visitar o concelho de Alvito é visitar o coração do Alentejo, conhecido pela produção de cereais, no passado, são inúmeros os moinhos de vento que existem por todo o território e que este percurso o convida a descobrir.  
Com início em Alvito, na praça da República, onde se situa o Castelo de Alvito, uma fortaleza mandada construir por D.João II, no final do século XV, que não poderá deixar de visitar. Antes de sair da Vila, poderá ainda apreciar a beleza do Chafariz do Largo do Roque.
O percurso segue assim para fora da Vila, onde para além de paisagens naturais únicas, começam a surgir os primeiros moinhos de vento, atualmente abandonados e que foram ganhando novas funções ao longo dos tempos. Atualmente são vários os moinhos recuperados que servem de habitação. 
Por caminhos de terra batida, o percurso segue entre olivais centenários, que marcam a paisagem alentejana. Plantações de olivais com centenas de anos, que alternam com bosques de sobreiros. Durante o percurso aconselha-se uma paragem na Capela de São Pedro, do século XVI. 
O percurso cruza com a estrada nacional 257, seguindo depois, por 300 metros, pela nacional 383, onde se aconselha especial cuidado. 
O percurso inicia então uma descida pelo Monte da Tapada, para subir de imediato, por entre eucaliptos, deixando o a meio para seguir à direita, na Serra de Vila Nova da Baronia. 
O percurso desce por um pequeno caminho para chegar ao Monte das Cabras, com os seus moinhos de vento que marcam a paisagem. 
O percurso termina na Vila de Alvito.";Alvito
PR1 CUB Nas Centenárias Vinhas de Vila Alva ;"O percurso “Nas Centenárias Vinhas de Vila Alva” tem início na freguesia de Vila de Alva, no Município de Cuba, que outrora foi sede de Concelho, mais concretamente até 1854. Por toda a localidade são inúmeras as plantações de vinhas e pomares, mas na paisagem da vila branca sobressaem também os olivais, o montado e os campos de cereais, já para não falar de todo o património cultural que é possível visitar.
O percurso tem início no centro da freguesia, seguindo até à Capela de Santo António, contornando-a pela esquerda e seguindo até à barragem. 
O percurso segue por zonas de olival e montado, paisagens características do Alentejo e criadas pelo Homem. O montado é um ecossistema composto por florestas de sobreiros e azinheiras que existem apenas no Sul da Península Ibérica e Norte de Africa e que marcam qualquer um que visite este território. 
O percurso segue, sempre com a barragem como plano de fundo, acompanhado em parte o canal descarregador. Seguindo por caminhos de terra, entre as vinhas que produzem vinhos com sabores únicos, o percurso cruza a linha de água e segue até atingir a estrada. 
Ao longo do percurso poderá ainda visitar a Ermida de Nossa Senhora da Represa, uma pequena ermida que faz parte de um santuário muito importante em tempos, que possui algumas casas para abrigo dos peregrinos. Daqui o percurso segue por uma estrada rural até ao Monte do Zambujeiro, em que devemos virar à esquerda antes de iniciar a descida em zona de montado. 
O percurso continua até à Ermida de São João e regressa novamente ao centro de Vila Alva, onde termina.
";Vila Alva 
